Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-08 00:00:00-05:00,136.13375214890596,138.8506351943584,136.10378775983304,138.6808319091797,21404000,0.0,0.0
2024-01-09 00:00:00-05:00,138.34123318948537,141.32781114737455,137.99162830873306,140.78842163085938,24759600,0.0,0.0
2024-01-10 00:00:00-05:00,140.8383661169942,142.83607343780264,140.7484729454692,142.1168975830078,21320200,0.0,0.0
2024-01-11 00:00:00-05:00,143.32551683188606,145.05352939216368,140.47877781088948,141.91712951660156,24008700,0.0,0.0
2024-01-12 00:00:00-05:00,142.50644679443732,143.03583800360764,141.6574303463797,142.48646545410156,18768600,0.0,0.0
2024-01-16 00:00:00-05:00,141.83721638748264,144.18452852985058,141.2878438391309,142.32666015625,22670500,0.0,0.0
2024-01-17 00:00:00-05:00,141.18797324660179,141.67740179357594,138.74076954654072,141.30783081054688,20968600,0.0,0.0
2024-01-18 00:00:00-05:00,141.88716779862656,144.04469539783184,141.82723901664266,143.31552124023438,25746400,0.0,0.0
2024-01-19 00:00:00-05:00,144.57408458280622,146.28211581038565,144.21449665468992,146.2122039794922,33300700,0.0,0.0
2024-01-22 00:00:00-05:00,146.93137523492658,148.2198897129065,145.6728099052798,145.82264709472656,32200400,0.0,0.0
2024-01-23 00:00:00-05:00,145.72275387793601,147.01126834037873,145.33320157614665,146.87142944335938,21636100,0.0,0.0
2024-01-24 00:00:00-05:00,148.3697055245549,149.67821652989787,147.93022274772628,148.52952575683594,25233500,0.0,0.0
2024-01-25 00:00:00-05:00,149.89796803541586,152.87454751506675,149.36856160200588,151.69589233398438,29149100,0.0,0.0
2024-01-26 00:00:00-05:00,150.92678666954083,152.36512306622402,150.8368782611947,152.01553344726562,26115500,0.0,0.0
2024-01-29 00:00:00-05:00,151.88568018075543,153.60370963960477,151.25639751812548,153.33401489257812,27784300,0.0,0.0
2024-01-30 00:00:00-05:00,152.62483715452262,153.44388920265519,151.01668220644743,151.286376953125,36331800,0.0,0.0
2024-01-31 00:00:00-05:00,143.45534570352322,143.83491493960636,139.70964479363764,139.93939208984375,71910000,0.0,0.0
2024-02-01 00:00:00-05:00,141.95707516829756,142.8960000333249,140.6285979913224,140.99818420410156,40466500,0.0,0.0
2024-02-02 00:00:00-05:00,139.10034799446905,142.45649672775502,136.34351752263635,142.21678161621094,62470600,0.0,0.0
2024-02-05 00:00:00-05:00,142.65627460674543,145.30323047858545,142.61631192870107,143.51527404785156,38505400,0.0,0.0
