Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-28 00:00:00-05:00,210.58999633789065,211.22999572753903,203.75,205.7100067138672,153144900,0.0,0.0
2023-03-01 00:00:00-05:00,206.2100067138672,207.1999969482422,198.5200042724609,202.7700042724609,156852800,0.0,0.0
2023-03-02 00:00:00-05:00,186.7400054931641,193.75,186.009994506836,190.8999938964844,181500700,0.0,0.0
2023-03-03 00:00:00-05:00,194.8000030517578,200.47999572753903,192.8800048828125,197.7899932861328,154193300,0.0,0.0
2023-03-06 00:00:00-05:00,198.5399932861328,198.6000061035156,192.3000030517578,193.8099975585937,128100100,0.0,0.0
2023-03-07 00:00:00-05:00,191.3800048828125,194.1999969482422,186.1000061035156,187.7100067138672,148125800,0.0,0.0
2023-03-08 00:00:00-05:00,185.0399932861328,186.5,180.0,182.0,151897800,0.0,0.0
2023-03-09 00:00:00-05:00,180.25,185.17999267578125,172.50999450683594,172.9199981689453,170023800,0.0,0.0
2023-03-10 00:00:00-05:00,175.1300048828125,178.2899932861328,168.44000244140625,173.44000244140625,191488900,0.0,0.0
2023-03-13 00:00:00-04:00,167.4600067138672,177.35000610351562,163.91000366210938,174.47999572753906,167790300,0.0,0.0
2023-03-14 00:00:00-04:00,177.30999755859375,183.8000030517578,177.13999938964844,183.259994506836,143717900,0.0,0.0
2023-03-15 00:00:00-04:00,180.8000030517578,182.33999633789065,176.02999877929688,180.4499969482422,145995600,0.0,0.0
2023-03-16 00:00:00-04:00,180.3699951171875,185.8099975585937,178.83999633789062,184.1300048828125,121136800,0.0,0.0
2023-03-17 00:00:00-04:00,184.5200042724609,186.22000122070312,177.3300018310547,180.1300048828125,133197100,0.0,0.0
2023-03-20 00:00:00-04:00,178.0800018310547,186.44000244140625,176.35000610351562,183.25,129684400,0.0,0.0
2023-03-21 00:00:00-04:00,188.27999877929688,198.0,188.0399932861328,197.5800018310547,153391400,0.0,0.0
2023-03-22 00:00:00-04:00,199.3000030517578,200.6600036621093,190.9499969482422,191.1499938964844,150376400,0.0,0.0
2023-03-23 00:00:00-04:00,195.259994506836,199.3099975585937,188.6499938964844,192.22000122070312,144193900,0.0,0.0
2023-03-24 00:00:00-04:00,191.6499938964844,192.3600006103516,187.1499938964844,190.4100036621093,116312400,0.0,0.0
2023-03-27 00:00:00-04:00,194.4199981689453,197.38999938964844,189.94000244140625,191.8099975585937,120851600,0.0,0.0
2023-03-28 00:00:00-04:00,192.0,192.3500061035156,185.42999267578125,189.19000244140625,98654600,0.0,0.0
2023-03-29 00:00:00-04:00,193.1300048828125,195.2899932861328,189.44000244140625,193.8800048828125,123660000,0.0,0.0
2023-03-30 00:00:00-04:00,195.5800018310547,197.3300018310547,194.4199981689453,195.27999877929688,110252200,0.0,0.0
2023-03-31 00:00:00-04:00,197.52999877929688,207.7899932861328,197.1999969482422,207.4600067138672,170222100,0.0,0.0
2023-04-03 00:00:00-04:00,199.9100036621093,202.69000244140625,192.1999969482422,194.7700042724609,169545900,0.0,0.0
2023-04-04 00:00:00-04:00,197.32000732421875,198.7400054931641,190.32000732421875,192.5800018310547,126463800,0.0,0.0
2023-04-05 00:00:00-04:00,190.5200042724609,190.67999267578125,183.759994506836,185.5200042724609,133882500,0.0,0.0
2023-04-06 00:00:00-04:00,183.0800018310547,186.38999938964844,179.74000549316406,185.0599975585937,123857900,0.0,0.0
2023-04-10 00:00:00-04:00,179.94000244140625,185.1000061035156,176.11000061035156,184.509994506836,142154600,0.0,0.0
2023-04-11 00:00:00-04:00,186.69000244140625,189.19000244140625,185.6499938964844,186.7899932861328,115770900,0.0,0.0
2023-04-12 00:00:00-04:00,190.7400054931641,191.5800018310547,180.3099975585937,180.5399932861328,150256300,0.0,0.0
2023-04-13 00:00:00-04:00,182.9600067138672,186.5,180.94000244140625,185.8999938964844,112933000,0.0,0.0
2023-04-14 00:00:00-04:00,183.9499969482422,186.27999877929688,182.009994506836,185.0,96438700,0.0,0.0
2023-04-17 00:00:00-04:00,186.32000732421875,189.69000244140625,182.69000244140625,187.0399932861328,116662200,0.0,0.0
2023-04-18 00:00:00-04:00,187.1499938964844,187.69000244140625,183.5800018310547,184.3099975585937,92067000,0.0,0.0
2023-04-19 00:00:00-04:00,179.10000610351562,183.5,177.64999389648438,180.58999633789065,125732700,0.0,0.0
2023-04-20 00:00:00-04:00,166.1699981689453,169.6999969482422,160.55999755859375,162.99000549316406,210970800,0.0,0.0
2023-04-21 00:00:00-04:00,164.8000030517578,166.0,161.32000732421875,165.0800018310547,123539000,0.0,0.0
2023-04-24 00:00:00-04:00,164.64999389648438,165.64999389648438,158.61000061035156,162.5500030517578,140006600,0.0,0.0
2023-04-25 00:00:00-04:00,159.82000732421875,163.47000122070312,158.75,160.6699981689453,121999300,0.0,0.0
2023-04-26 00:00:00-04:00,160.2899932861328,160.6699981689453,153.13999938964844,153.75,153364100,0.0,0.0
2023-04-27 00:00:00-04:00,152.63999938964844,160.47999572753906,152.3699951171875,160.19000244140625,127015200,0.0,0.0
2023-04-28 00:00:00-04:00,160.89999389648438,165.0,157.32000732421875,164.30999755859375,122515800,0.0,0.0
2023-05-01 00:00:00-04:00,163.1699981689453,163.27999877929688,158.8300018310547,161.8300018310547,109015000,0.0,0.0
2023-05-02 00:00:00-04:00,161.8800048828125,165.49000549316406,158.92999267578125,160.30999755859375,128259700,0.0,0.0
2023-05-03 00:00:00-04:00,160.00999450683594,165.0,159.91000366210938,160.61000061035156,119728000,0.0,0.0
2023-05-04 00:00:00-04:00,162.7100067138672,162.9499969482422,159.64999389648438,161.1999969482422,95108500,0.0,0.0
2023-05-05 00:00:00-04:00,163.97000122070312,170.7899932861328,163.50999450683594,170.05999755859375,107440900,0.0,0.0
2023-05-08 00:00:00-04:00,173.72000122070312,173.8000030517578,169.19000244140625,171.7899932861328,112249400,0.0,0.0
2023-05-09 00:00:00-04:00,168.9499969482422,169.82000732421875,166.55999755859375,169.14999389648438,88965000,0.0,0.0
2023-05-10 00:00:00-04:00,172.5500030517578,174.42999267578125,166.67999267578125,168.5399932861328,119840700,0.0,0.0
2023-05-11 00:00:00-04:00,168.6999969482422,173.57000732421875,166.7899932861328,172.0800018310547,103889900,0.0,0.0
2023-05-12 00:00:00-04:00,176.07000732421875,177.3800048828125,167.22999572753906,167.97999572753906,157577100,0.0,0.0
2023-05-15 00:00:00-04:00,167.66000366210938,169.75999450683594,164.5500030517578,166.35000610351562,105592500,0.0,0.0
2023-05-16 00:00:00-04:00,165.64999389648438,169.52000427246094,164.35000610351562,166.52000427246094,98288800,0.0,0.0
2023-05-17 00:00:00-04:00,168.41000366210938,174.5,167.19000244140625,173.86000061035156,125473600,0.0,0.0
2023-05-18 00:00:00-04:00,174.22000122070312,177.05999755859375,172.4499969482422,176.88999938964844,109520300,0.0,0.0
2023-05-19 00:00:00-04:00,177.1699981689453,181.9499969482422,176.30999755859375,180.13999938964844,136024200,0.0,0.0
2023-05-22 00:00:00-04:00,180.6999969482422,189.32000732421875,180.11000061035156,188.8699951171875,132001400,0.0,0.0
2023-05-23 00:00:00-04:00,186.1999969482422,192.9600067138672,185.259994506836,185.7700042724609,156952100,0.0,0.0
2023-05-24 00:00:00-04:00,182.22999572753903,184.22000122070312,178.22000122070312,182.8999938964844,137605100,0.0,0.0
2023-05-25 00:00:00-04:00,186.5399932861328,186.77999877929688,180.5800018310547,184.47000122070312,96870700,0.0,0.0
2023-05-26 00:00:00-04:00,184.6199951171875,198.6000061035156,184.52999877929688,193.1699981689453,162061500,0.0,0.0
2023-05-30 00:00:00-04:00,200.1000061035156,204.47999572753903,197.52999877929688,201.1600036621093,128818700,0.0,0.0
2023-05-31 00:00:00-04:00,199.77999877929688,203.9499969482422,195.1199951171875,203.92999267578125,150711700,0.0,0.0
2023-06-01 00:00:00-04:00,202.58999633789065,209.8000030517578,199.3699951171875,207.5200042724609,148029900,0.0,0.0
2023-06-02 00:00:00-04:00,210.1499938964844,217.25,209.75,213.97000122070312,164129000,0.0,0.0
2023-06-05 00:00:00-04:00,217.8000030517578,221.2899932861328,214.5200042724609,217.6100006103516,151143100,0.0,0.0
2023-06-06 00:00:00-04:00,216.13999938964844,221.9100036621093,212.52999877929688,221.3099975585937,146911600,0.0,0.0
2023-06-07 00:00:00-04:00,228.0,230.8300018310547,223.1999969482422,224.57000732421875,185710800,0.0,0.0
2023-06-08 00:00:00-04:00,224.22000122070312,235.22999572753903,223.009994506836,234.8600006103516,164489700,0.0,0.0
2023-06-09 00:00:00-04:00,249.07000732421875,252.4199981689453,242.0200042724609,244.3999938964844,199882300,0.0,0.0
2023-06-12 00:00:00-04:00,247.94000244140625,250.97000122070312,244.58999633789065,249.8300018310547,150337900,0.0,0.0
2023-06-13 00:00:00-04:00,253.509994506836,259.67999267578125,251.33999633789065,258.7099914550781,162384300,0.0,0.0
2023-06-14 00:00:00-04:00,260.1700134277344,261.57000732421875,250.5,256.7900085449219,170575500,0.0,0.0
2023-06-15 00:00:00-04:00,248.3999938964844,258.95001220703125,247.2899932861328,255.8999938964844,160171200,0.0,0.0
2023-06-16 00:00:00-04:00,258.9200134277344,263.6000061035156,257.2099914550781,260.5400085449219,167563700,0.0,0.0
2023-06-20 00:00:00-04:00,261.5,274.75,261.1199951171875,274.45001220703125,165611200,0.0,0.0
