Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-08 00:00:00-05:00,367.95463330363714,373.8331640144909,367.6657116620334,373.32501220703125,23134000,0.0,0.0
2024-01-09 00:00:00-05:00,370.65479211354847,374.6202736719343,369.837772043359,374.4210205078125,20830000,0.0,0.0
2024-01-10 00:00:00-05:00,374.9988707419368,382.770473409973,374.94906505562454,381.37554931640625,25514200,0.0,0.0
2024-01-11 00:00:00-05:00,384.59379448149394,389.2567378528004,378.9942731159846,383.2287902832031,27850800,0.0,0.0
2024-01-12 00:00:00-05:00,384.08565472899596,387.2640360289869,383.24871848789536,387.0548095703125,21645700,0.0,0.0
2024-01-16 00:00:00-05:00,392.22590091461933,392.59454814020194,386.2078961109172,388.8482360839844,27202300,0.0,0.0
2024-01-17 00:00:00-05:00,386.5665853166322,388.68880010570706,383.4081203662038,388.0511474609375,22234100,0.0,0.0
2024-01-18 00:00:00-05:00,390.2929581989216,392.55467760171996,388.69878094646725,392.43511962890625,23392100,0.0,0.0
2024-01-19 00:00:00-05:00,394.3182791958077,397.21768188476557,392.0665025135837,397.2176818847656,29272000,0.0,0.0
2024-01-22 00:00:00-05:00,398.56271361122066,399.16053388862764,392.1561454402684,395.0655212402344,27016900,0.0,0.0
2024-01-23 00:00:00-05:00,394.308289340154,397.9250701756264,392.49491227231005,397.4468078613281,20525900,0.0,0.0
2024-01-24 00:00:00-05:00,400.07720213833596,404.1522986587273,398.9911766466681,401.0934753417969,24867000,0.0,0.0
2024-01-25 00:00:00-05:00,402.84709634250504,405.5272992833548,401.06360868004117,403.39508056640625,21021200,0.0,0.0
2024-01-26 00:00:00-05:00,402.8968956284636,404.6903565631295,400.96396051806374,402.45849609375,17803300,0.0,0.0
2024-01-29 00:00:00-05:00,404.58071624855523,408.48644902162374,402.8570077124404,408.2273864746094,24510200,0.0,0.0
2024-01-30 00:00:00-05:00,410.7581450200405,411.5452451544988,404.96931330411513,407.10150146484375,33477600,0.0,0.0
2024-01-31 00:00:00-05:00,405.4774563026803,413.80701704684344,395.7629750712064,396.1316223144531,47871100,0.0,0.0
2024-02-01 00:00:00-05:00,400.3661430887312,406.5136795131275,400.33625359325845,402.3090515136719,30657700,0.0,0.0
2024-02-02 00:00:00-05:00,402.3389448297851,411.1467376541071,402.0898555630121,409.7219543457031,28245000,0.0,0.0
2024-02-05 00:00:00-05:00,408.40675877778557,409.6621784217713,402.51828481841176,404.1722412109375,25352300,0.0,0.0
2024-02-06 00:00:00-05:00,404.4013806871002,406.48376315114393,401.44219920526916,404.0127868652344,18382600,0.0,0.0
2024-02-07 00:00:00-05:00,405.95569041541853,412.79068470401614,405.91582762242086,412.5415954589844,22340500,0.0,0.0
2024-02-08 00:00:00-05:00,412.5416004075187,414.0461091956059,411.0271487258643,412.60137939453125,21225300,0.0,0.0
2024-02-09 00:00:00-05:00,413.73723401159685,419.2869496617994,413.5778132467736,419.0179138183594,22032800,0.0,0.0
2024-02-12 00:00:00-05:00,419.02790290611625,419.2072398708987,413.23907109377063,413.7472229003906,21202900,0.0,0.0
2024-02-13 00:00:00-05:00,403.4648051926135,408.57612145725096,401.9204640083128,404.83978271484375,27824900,0.0,0.0
2024-02-14 00:00:00-05:00,407.3352897899812,409.10209199271276,403.8415914326495,408.7527160644531,20401200,0.75,0.0
2024-02-15 00:00:00-05:00,407.40517526345513,408.39338306094857,403.56210093828946,405.8280029296875,21825500,0.0,0.0
2024-02-16 00:00:00-05:00,407.2254609854372,407.55488388072,402.71361019542087,403.3324890136719,22281100,0.0,0.0
2024-02-20 00:00:00-05:00,402.5139603198961,403.7617097063283,397.2933963831479,402.0647888183594,24307900,0.0,0.0
