Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-28 00:00:00-05:00,246.59765137754593,248.99362779883802,246.26101485481442,246.9441680908203,22491000,0.0,0.0
2023-03-01 00:00:00-05:00,248.2708604262189,248.43917113207107,243.35019322884548,243.825439453125,27565300,0.0,0.0
2023-03-02 00:00:00-05:00,244.1026825641087,248.9045311179722,243.17201083535636,248.61741638183594,24808200,0.0,0.0
2023-03-03 00:00:00-05:00,249.68668578309521,253.0826312812721,248.89462381126435,252.7559051513672,30760100,0.0,0.0
2023-03-06 00:00:00-05:00,253.8846013442304,257.53797585405283,253.43907118366513,254.3202362060547,24109800,0.0,0.0
2023-03-07 00:00:00-05:00,253.75584944466425,255.13206624003803,250.87474677463544,251.627197265625,21473200,0.0,0.0
2023-03-08 00:00:00-05:00,251.51830782252975,252.01334465623657,248.3203741068349,251.1816864013672,17340200,0.0,0.0
2023-03-09 00:00:00-05:00,253.28065706352686,256.9835229725765,249.08273920520818,249.81539916992188,26653400,0.0,0.0
2023-03-10 00:00:00-05:00,248.58769484279367,250.28071233091993,245.14224275715208,246.12240600585938,28333900,0.0,0.0
2023-03-13 00:00:00-04:00,244.94422102746705,255.34990501511194,243.2907998039372,251.39950561523438,33339700,0.0,0.0
2023-03-14 00:00:00-04:00,254.20144836498267,258.478574436117,253.32028328653055,258.20135498046875,33620300,0.0,0.0
2023-03-15 00:00:00-04:00,257.3993816246866,263.8348609302416,256.63700550803543,262.80517578125,46028000,0.0,0.0
2023-03-16 00:00:00-04:00,262.57744327583043,273.81478606022176,260.6666082444377,273.4583740234375,54768800,0.0,0.0
2023-03-17 00:00:00-04:00,275.49788084503433,280.51753087429813,273.57713570493394,276.65625,69527400,0.0,0.0
2023-03-20 00:00:00-04:00,274.2306210146971,274.7256578587606,267.1713907840072,269.52777099609375,43466600,0.0,0.0
2023-03-21 00:00:00-04:00,272.15146504885456,272.2702690591907,266.84465427484565,271.0623779296875,34558700,0.0,0.0
2023-03-22 00:00:00-04:00,270.68615607557587,278.2503339969904,269.47826489703885,269.5871887207031,34873300,0.0,0.0
2023-03-23 00:00:00-04:00,275.18108905880206,278.2701141961131,272.4682967652036,274.90386962890625,36610900,0.0,0.0
2023-03-24 00:00:00-04:00,274.4880109471281,277.84437514676824,272.54747503986977,277.78497314453125,28172000,0.0,0.0
2023-03-27 00:00:00-04:00,277.71566485432436,278.6661271188573,272.7850870930054,273.6365661621094,26840200,0.0,0.0
2023-03-28 00:00:00-04:00,273.05245525503676,273.39898711970955,269.3495587853148,272.4980163574219,21878600,0.0,0.0
2023-03-29 00:00:00-04:00,276.1909232099435,278.34930662274905,275.64639481538086,277.7255554199219,25087000,0.0,0.0
2023-03-30 00:00:00-04:00,281.4086744715917,281.63637209803414,278.68597164330345,281.2304382324219,25053400,0.0,0.0
2023-03-31 00:00:00-04:00,280.9136186267707,286.39860510868687,280.1908539566047,285.438232421875,32766000,0.0,0.0
2023-04-03 00:00:00-04:00,283.6759016607504,285.40853061140496,281.1314352506383,284.3788757324219,24883300,0.0,0.0
2023-04-04 00:00:00-04:00,284.378867514789,287.56690590045537,282.83435502629476,284.329345703125,25824300,0.0,0.0
2023-04-05 00:00:00-04:00,283.01253785890583,284.299621422376,280.1116295315484,281.51751708984375,22064800,0.0,0.0
2023-04-06 00:00:00-04:00,280.39874264362254,289.1806908557461,279.23046301860717,288.7054748535156,29770300,0.0,0.0
2023-04-10 00:00:00-04:00,286.3392198171489,286.7253630813874,281.88388795709,286.5174560546875,23103000,0.0,0.0
2023-04-11 00:00:00-04:00,282.91358120769684,283.1413090532233,278.84439249545983,280.0225524902344,27276600,0.0,0.0
2023-04-12 00:00:00-04:00,281.96310886378865,284.1610737750897,279.1611832594916,280.6759948730469,27403400,0.0,0.0
2023-04-13 00:00:00-04:00,280.7749911628579,287.0223536637582,280.3591771376439,286.96295166015625,24222700,0.0,0.0
2023-04-14 00:00:00-04:00,284.15113143483165,285.6164512825707,280.87399014103045,283.2996826171875,20987900,0.0,0.0
2023-04-17 00:00:00-04:00,287.05204611557264,288.70548240564875,283.3194793320529,285.9332580566406,23836200,0.0,0.0
2023-04-18 00:00:00-04:00,288.67578565454835,288.86390206800456,284.1610521609002,285.5075378417969,20161800,0.0,0.0
2023-04-19 00:00:00-04:00,283.15118875533636,286.1808120844402,281.715599912854,285.5867919921875,17150300,0.0,0.0
2023-04-20 00:00:00-04:00,282.4185400829759,286.1610176877593,282.2502142493028,283.2699890136719,23244400,0.0,0.0
2023-04-21 00:00:00-04:00,282.1809066607589,283.42837894034653,280.25025091630937,282.9234619140625,21676400,0.0,0.0
2023-04-24 00:00:00-04:00,279.2898532588498,282.1214794163881,275.9533101202021,278.9730224609375,26611000,0.0,0.0
2023-04-25 00:00:00-04:00,276.7354937676255,278.8047440568143,272.6365743804406,272.68609619140625,45772200,0.0,0.0
2023-04-26 00:00:00-04:00,293.75489484678207,296.5964016859254,289.82430083549673,292.4380798339844,64599200,0.0,0.0
