source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet (NASDAQ:GOOGL) Shares Up 0.2%,"Alphabet Inc. (NASDAQ:GOOGL – Get Free Report) shares were up 0.2% during mid-day trading on Tuesday . The company traded as high as $183.36 and last traded at $183.34. Approximately 3,907,849 shares changed hands during mid-day trading, a decline of 86% from…",https://www.etfdailynews.com/2024/07/04/alphabet-nasdaqgoogl-shares-up-0-2/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 13:10:42+00:00,"Alphabet Inc. (NASDAQ:GOOGL – Get Free Report) shares were up 0.2% during mid-day trading on Tuesday . The company traded as high as $183.36 and last traded at $183.34. Approximately 3,907,849 shares… [+6108 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Arlington Financial Advisors LLC Sells 1,002 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Arlington Financial Advisors LLC lowered its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.4% in the first quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The firm owned 28,305 shares of the informat…",https://www.etfdailynews.com/2024/07/04/arlington-financial-advisors-llc-sells-1002-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 11:14:41+00:00,"Arlington Financial Advisors LLC lowered its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.4% in the first quarter, according to its most recent 13F filing with the Securities and Excha… [+6958 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Stake Boosted by Sandy Cove Advisors LLC,"Sandy Cove Advisors LLC increased its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.4% in the 1st quarter, Holdings Channel.com reports. The fund owned 11,244 shares of the information services provider’s stock after buying an addition…",https://www.etfdailynews.com/2024/07/04/alphabet-inc-nasdaqgoogl-stake-boosted-by-sandy-cove-advisors-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:42:41+00:00,"Sandy Cove Advisors LLC increased its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.4% in the 1st quarter, Holdings Channel.com reports. The fund owned 11,244 shares of the in… [+6767 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Trilogy Capital Inc. Purchases 2,339 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Trilogy Capital Inc. grew its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 52.7% in the 1st quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 6,774 shares of the information servi…",https://www.etfdailynews.com/2024/07/04/trilogy-capital-inc-purchases-2339-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:42:41+00:00,"Trilogy Capital Inc. grew its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 52.7% in the 1st quarter, according to its most recent 13F filing with the Securities &amp; Exchange … [+6983 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Gradient Capital Advisors LLC Increases Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Gradient Capital Advisors LLC lifted its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.4% in the 1st quarter, Holdings Channel reports. The institutional investor owned 21,245 shares of the information services provider’s stock after acqu…",https://www.etfdailynews.com/2024/07/04/gradient-capital-advisors-llc-increases-stock-holdings-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:42:41+00:00,"Gradient Capital Advisors LLC lifted its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.4% in the 1st quarter, Holdings Channel reports. The institutional investor owned 21,245 sh… [+6700 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Clarity Wealth Advisors LLC Acquires 1,161 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Clarity Wealth Advisors LLC boosted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.2% in the first quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The firm owned 53,172 shar…",https://www.etfdailynews.com/2024/07/04/clarity-wealth-advisors-llc-acquires-1161-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:10:44+00:00,"Clarity Wealth Advisors LLC boosted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.2% in the first quarter, according to the company in its most recent 13F filing with the … [+6721 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Citizens Business Bank Sells 1,444 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Citizens Business Bank lessened its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.3% in the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The fund owned 60,985 shares of the information services provider’s s…",https://www.etfdailynews.com/2024/07/04/citizens-business-bank-sells-1444-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:10:42+00:00,"Citizens Business Bank lessened its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.3% in the 1st quarter, according to the company in its most recent Form 13F filing with the SEC. The fund … [+6679 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Shares Acquired by Breakwater Capital Group,"Breakwater Capital Group boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.0% during the first quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The fund owned 7,385 shares of the in…",https://www.etfdailynews.com/2024/07/04/alphabet-inc-nasdaqgoogl-shares-acquired-by-breakwater-capital-group/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:10:42+00:00,"Breakwater Capital Group boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 4.0% during the first quarter, according to the company in its most recent filing with the Securities an… [+6741 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Financial Partners Group LLC Buys 4,767 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Financial Partners Group LLC raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 6.7% during the first quarter, according to its most recent 13F filing with the SEC. The fund owned 76,397 shares of the information services provider’s stock af…",https://www.etfdailynews.com/2024/07/04/financial-partners-group-llc-buys-4767-shares-of-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 10:10:42+00:00,"Financial Partners Group LLC raised its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 6.7% during the first quarter, according to its most recent 13F filing with the SEC. The fund owned 7… [+6889 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Richardson Capital Management LLC Raises Stock Position in Alphabet Inc. (NASDAQ:GOOGL),"Richardson Capital Management LLC grew its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 87.5% during the 1st quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 300 sha…",https://www.etfdailynews.com/2024/07/04/richardson-capital-management-llc-raises-stock-position-in-alphabet-inc-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 09:38:45+00:00,"Richardson Capital Management LLC grew its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 87.5% during the 1st quarter, according to its most recent Form 13F filing with the Securities &am… [+6563 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet (NASDAQ:GOOGL) Trading Down 0.2% Following Insider Selling,"Alphabet Inc. (NASDAQ:GOOGL – Get Free Report) was down 0.2% during mid-day trading on Wednesday after an insider sold shares in the company. The company traded as low as $184.00 and last traded at $184.91. Approximately 3,895,541 shares were traded during tr…",https://www.etfdailynews.com/2024/07/04/alphabet-nasdaqgoogl-trading-down-0-2-following-insider-selling/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-04 05:16:45+00:00,Alphabet Inc. (NASDAQ:GOOGL – Get Free Report) was down 0.2% during mid-day trading on Wednesday after an insider sold shares in the company. The company traded as low as $184.00 and last traded at $… [+6444 chars]
"{'id': None, 'name': 'Forbes'}","Surbhi Jain, Contributor, 
 Surbhi Jain, Contributor
 https://www.forbes.com/sites/investor-hub/people/surbhi-jain/","Can Microsoft Stock Reach $1,000?","Can Microsoft stock reach $1,000? That’s the question we aim to answer. Check our analysis to see if we think it’s possible.",https://www.forbes.com/sites/investor-hub/article/can-microsoft-stock-reach-1000/,https://imageio.forbes.com/specials-images/imageserve/6685add7434d8ae48ceee616/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-03 20:45:36+00:00,"Copyright 2021 The Associated Press. All rights reserved
In this article, I delve into whether Microsoft's stock could potentially reach $1,000 per share. I analyze Microsoft's dominant market posit… [+9214 chars]"
"{'id': None, 'name': 'Macdailynews.com'}",MacDailyNews,Apple shares hit new all-time intraday and closing highs,"In Nasdaq trading today, shares of Apple Inc. rose to hit new all-time intraday and closing highs. Apple’s all-time intraday high was set on…
The post Apple shares hit new all-time intraday and closing highs appeared first on MacDailyNews.",https://macdailynews.com/2024/07/03/apple-shares-hit-new-all-time-intraday-and-closing-highs-81/,https://149359564.v2.pressablecdn.com/wp-content/uploads/2021/11/211111_apple_logo.png,2024-07-03 17:40:29+00:00,"In Nasdaq trading today, shares of Apple Inc. (AAPL) rose $1.28, or 0.58%, to $221.55, a new all-time closing high. Today’s intraday high was $220.38, also an all-time high for Apple stock.
Apples 5… [+1588 chars]"
"{'id': None, 'name': 'Observer'}","Alexandra Tremayne-Pengelly, Alexandra Tremayne-Pengelly",Apple App Store Chief Phil Schiller Is the Latest Big Tech Exec to Join OpenAI’s Board,"Schiller, who reports directly to Tim Cook, is set to join OpenAI's board later this year.",https://observer.com/2024/07/apple-phil-schiller-nonvoting-board-seat-openai/,https://observer.com/wp-content/uploads/sites/2/2024/07/GettyImages-1173663853.jpg?quality=80,2024-07-03 17:16:20+00:00,"Apple’s Phil Schiller is set to join OpenAI’s board. Justin Sullivan/Getty Images
In a sign that Apple (AAPL) and OpenAI are strengthening their relationship following an A.I. partnership announced … [+3133 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Patrick Martin,2 Outperforming Big Tech Stocks to Buy This Quarter,Apple and Alphabet tend to outperform in the third quarter,https://finance.yahoo.com/news/2-outperforming-big-tech-stocks-144458454.html,https://media.zenfs.com/en/schaeffers_investment_research_24/4f74f45ab150bb86cf68063b291f7c41,2024-07-03 14:44:58+00:00,"Big Tech stocks have had a stranglehold on the stock market so far in 2024, and this summer could be no different. Two stocks in particular, Apple Inc (NASDAQ:AAPL) and Alphabet Inc Class A (NASDAQ:G… [+1492 chars]"
"{'id': None, 'name': 'Observer'}","Alexandra Tremayne-Pengelly, Alexandra Tremayne-Pengelly",Sun Valley 2024 Guest List: Who Is (and Isn’t) Attending?,"Allen & Co.'s ""summer camp for billionaires"" is right around the corner, with some notable new attendees.",https://observer.com/2024/07/sun-valley-allen-co-conference-guest-list/,https://observer.com/wp-content/uploads/sites/2/2024/07/Untitled.png?quality=80,2024-07-03 13:45:04+00:00,"Shari Redstone, Bob Iger, Rupert Murdoch and Sam Altman all attended the Sun Valley conference last year. Photos by Kevin Dietsch/Getty Images and Drew Angerer/Getty Images
The mountain resort of Su… [+5633 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Loop Capital Reiterates “Hold” Rating for Alphabet (NASDAQ:GOOGL),"Alphabet (NASDAQ:GOOGL – Get Free Report)‘s stock had its “hold” rating reiterated by equities researchers at Loop Capital in a report issued on Wednesday, Benzinga reports. They currently have a $170.00 price objective on the information services provider’s …",https://www.etfdailynews.com/2024/07/03/loop-capital-reiterates-hold-rating-for-alphabet-nasdaqgoogl/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-03 13:18:41+00:00,"Alphabet (NASDAQ:GOOGL – Get Free Report)‘s stock had its “hold” rating reiterated by equities researchers at Loop Capital in a report issued on Wednesday, Benzinga reports. They currently have a $17… [+6070 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by Allspring Global Investments Holdings LLC,"Allspring Global Investments Holdings LLC decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 15.3% in the 1st quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 3,8…",https://www.etfdailynews.com/2024/07/03/alphabet-inc-nasdaqgoogl-shares-sold-by-allspring-global-investments-holdings-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/google-inc-logo-1200x675.png&w=240&h=240&zc=2,2024-07-03 12:04:43+00:00,"Allspring Global Investments Holdings LLC decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 15.3% in the 1st quarter, according to its most recent 13F filing with the … [+6936 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,"Google, Palantir, Netflix Spearhead This Breakout Brigade","Palantir stock, Google, CrowdStrike and Netflix lead this list of breakout stocks to watch.",https://www.investors.com/research/breakout-stocks-technical-analysis/palantir-stock-google-netflix-crowdstrike-breakout-stocks/,https://www.investors.com/wp-content/uploads/2024/07/Stock-BullsDigitalRun-adobe.jpg,2024-07-03 12:01:29+00:00,"With the tech-heavy Nasdaq teasing the 18,000 mark, Alphabet (GOOGL), Palantir Technologies (PLTR) and Netflix (NFLX) showcase a slew of companies to watch on Investor's Business Daily's Breakout Sto… [+4193 chars]"
